custid,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,n_distinct(prod),ct_cov,vdays,day_mean_amt,day_cov,first_cnt.prod,second_cnt.prod,third_cnt.prod,first_money.prod_ct,second_money.prod_ct,third_money.prod_ct
C0720,0,0.18,0,0,0,0,0.36,0,0.26,0,0.2,0.36,27410,7,0.31,0.69,0,0,0,0.73,0,0.13,0.07,0.08,7,1.3977042727844806,5,5482,1.3649205101331146,beans,chilledseafood,eidbleherbs,meat,seafood,vegetable
C0721,0,0.73,0,0,0,0,0,0,0,0.27,0,0.18,45150,4,0,1,0,0,0,0,0,1,0,0,4,2.3889099297422356,1,45150,0,bakery,coffee,softdrinks,drink,snack,NA
C0722,0.02,0,0.15,0.03,0,0,0.12,0.11,0.1,0.36,0.1,0.73,57290,20,0,0.78,0.22,0.29,0.23,0.06,0.06,0.24,0,0.11,14,1.0924959277596438,13,4406.923076923077,0.5113055466262081,cooky/cakes,chillednoodles,fruitvegetables,snack,fastfood,meat
C0723,0.24,0,0,0,0.16,0,0,0.17,0,0,0.42,0.36,20784,5,0,0.76,0.24,0.16,0,0,0,0,0,0.84,5,1.4925600209148362,4,5196,0.4812788096542421,beans,chilledagriculturalproducts,eggs,vegetable,dairy,sauce
C0725,0,0.77,0,0.13,0,0,0,0,0,0.1,0,0.27,30620,5,0,0.44,0.56,0.12,0,0.18,0,0.56,0.13,0,3,2.4183145222761833,5,6124,1.0507711770016759,softdrinks,banana/importedfruits,candy-gum,drink,fruite,snack
C0726,0.15,0.04,0.14,0.45,0.04,0,0,0.01,0.07,0.08,0.03,0.82,180727,43,0.12,0.36,0.52,0.22,0.09,0.04,0.1,0.4,0.03,0.13,25,1.3554571246618679,30,6024.233333333334,0.9319985127958865,fruitvegetables,milk,banana/importedfruits,fruite,dairy,fastfood
C0727,0.1,0.19,0.33,0.14,0,0.01,0.06,0,0.03,0.11,0.03,0.82,109250,29,0,0.43,0.57,0.24,0.5,0,0.17,0.06,0.03,0,19,1.052472498177312,12,9104.166666666666,0.5850007301428238,bottledfoods,softdrinks,eggs,fastfood,drink,fruite
C0728,0.09,0.05,0.06,0.09,0.22,0,0.11,0.04,0.13,0.01,0.21,0.91,216655,62,0,0,1,0.19,0.03,0.22,0.17,0.09,0,0.3,31,0.7564799271501723,33,6565.30303030303,0.62392175118977,beans,mushrooms,fruitvegetables,house_prod,vegetable,seafood
C0729,0.21,0.79,0,0,0,0,0,0,0,0,0,0.18,5460,2,0,0.79,0.21,0,0,0.21,0.79,0,0,0,2,2.5091668671786134,2,2730,0.8081220356417687,icecream,softdrinks,NA,drink,dairy,NA
C0730,0,0,0,0,0,0,0,1,0,0,0,0.09,3150,1,1,0,0,0,0,0,0,0,0,1,1,3.1622776601683795,1,3150,0,artificialpowders,NA,NA,sauce,NA,NA
C0731,0,0,0,0,1,0,0,0,0,0,0,0.09,4990,1,1,0,0,0,1,0,0,0,0,0,1,3.1622776601683795,1,4990,0,wastepapers,NA,NA,house_prod,NA,NA
C0732,1,0,0,0,0,0,0,0,0,0,0,0.09,400,1,0,1,0,0,0,0,0,0,1,0,1,3.162277660168378,1,400,0,icecream,NA,NA,dairy,NA,NA
C0733,0,0.17,0,0,0.03,0,0,0.27,0.14,0.39,0,0.45,34880,7,0,0.65,0.35,0.61,0,0,0.39,0,0,0,6,1.4137348560511462,3,11626.666666666666,0.1854377212626663,harddrinks,driedfish,minorcereals,snack,sauce,drink
C0734,0,0,0.17,0.05,0.1,0,0,0,0.65,0,0.04,0.45,60275,6,0,1,0,0,0.09,0,0.1,0.16,0,0.65,5,2.0093356720396285,4,15068.75,1.0670542054682375,otherlivefish,banana/importedfruits,dentalproducts,seafood,fastfood,house_prod
C0735,0.24,0.14,0,0.37,0,0,0,0,0,0.25,0,0.36,34380,10,0.42,0.37,0.21,0,0.07,0.8,0,0.09,0,0.03,9,1.4367891692262789,6,5730,0.864112294692262,softdrinks,bakery,banana/importedfruits,fruite,snack,dairy
C0736,0.06,0,0,0.04,0.66,0,0.11,0,0,0,0.13,0.45,33630,6,0,1,0,0,0,0,0.06,0.66,0,0.28,6,2.0513167155412746,3,11210,0.9173346519053657,chilledlivestock,chinesecabbages,fruitvegetables,house_prod,vegetable,meat
C0737,0.07,0.66,0.12,0,0.16,0,0,0,0,0,0,0.36,51530,10,0,0,1,0.31,0.25,0.04,0.26,0.14,0,0,6,2.0674075885305294,7,7361.428571428572,0.7250199048110662,harddrinks,bottledfoods,cookingoil,drink,house_prod,fastfood
C0738,0.61,0,0.25,0,0,0,0,0,0,0.14,0,0.27,25470,16,0,0.33,0.67,0.24,0.05,0.35,0.08,0.07,0.04,0.18,6,1.9937832773956548,15,1698,0.6564679211285211,fermentedmilk,pre-processedmeals,bakery,dairy,fastfood,snack
C0739,0.06,0.21,0.05,0,0.41,0,0.02,0,0,0.25,0,0.55,45660,11,0.41,0.4,0.19,0.02,0.26,0.19,0,0.02,0.43,0.08,8,1.4526055469333734,10,4566,0.8633246387603084,cooky/cakes,softdrinks,chilledlivestock,house_prod,snack,drink
C0740,0.07,0,0.14,0.32,0.13,0,0,0,0.08,0.09,0.16,0.64,72680,19,0,0.65,0.35,0,0.12,0,0,0.18,0.7,0,15,1.0290437237467882,7,10382.857142857143,0.8330232362378138,beans,lattuce,ramen,fruite,vegetable,fastfood
C0741,0.08,0.16,0.1,0.05,0.07,0,0.17,0.02,0.05,0.05,0.24,0.91,141850,45,0.06,0.46,0.48,0.14,0.11,0.02,0.17,0.22,0,0.33,25,0.7650273418602006,23,6167.391304347826,1.089900903521829,beans,harddrinks,fruitvegetables,vegetable,meat,drink
C0742,0.17,0.04,0.11,0.26,0.11,0,0,0.02,0.11,0.08,0.09,0.82,128080,48,0,0,1,0.13,0.15,0.09,0.04,0.13,0.23,0.22,22,0.8155633359067398,31,4131.612903225807,0.7733651728630859,fermentedmilk,fruitvegetables,bottledfoods,fruite,dairy,seafood
C0743,0.1,0.07,0.12,0.3,0.1,0,0,0.07,0.04,0.14,0.05,0.82,75784,16,0,0.39,0.61,0,0.27,0.27,0,0.27,0,0.19,14,0.8524765930096163,7,10826.285714285714,0.486168733665126,apple/sweetmelon,ketchupandmayoneise,candy-gum,fruite,snack,fastfood
C0744,0.08,0.77,0,0,0,0,0,0.13,0,0.02,0,0.36,51980,6,0,0.97,0.03,0.19,0,0.02,0.77,0,0.03,0,6,2.4012713125156826,4,12995,1.4220389869312682,chilleddairymilks,cooky/cakes,fermentedmilk,drink,sauce,dairy
C0745,0,0.54,0.31,0,0,0,0,0,0,0,0.15,0.27,11230,3,1,0,0,0,0,0,0,1,0,0,3,1.8767650703691983,1,11230,0,coffee,eidbleherbs,instantfoods,drink,fastfood,vegetable
C0747,0.15,0,0,0.45,0,0,0.15,0,0.06,0.15,0.03,0.55,32960,6,0.03,0.52,0.45,0.3,0,0.06,0,0.63,0,0,6,1.4348973085889047,4,8240,0.7342390139804104,beans,cereals,chilledlivestock,fruite,dairy,meat
C0748,0,0,0,0,0,0,1,0,0,0,0,0.09,21536,1,0,0,1,0,0,0,0,1,0,0,1,3.1622776601683795,1,21536,0,koreanpork,NA,NA,meat,NA,NA
C0749,0,0.55,0.23,0,0,0,0.22,0,0,0,0,0.27,18140,4,0.72,0.28,0,0.28,0,0,0.22,0,0.5,0,3,1.8576248309290175,3,6046.666666666667,0.4522490573854714,harddrinks,importedbeef,ramen,drink,fastfood,meat
C0750,0,0.03,0,0,0.48,0,0,0,0.26,0.23,0,0.36,41620,10,0,0.9,0.1,0,0,0,0,0.1,0.9,0,8,1.701337991119264,6,6936.666666666667,1.1577293288184176,otherbeverages,ready-madesnacks,chilledagriculturalproducts,house_prod,seafood,snack
C0751,0.05,0,0.01,0.14,0,0,0.15,0,0.04,0.49,0.12,0.64,98370,20,0.1,0.09,0.81,0,0.04,0.13,0.69,0.01,0.1,0.03,11,1.5135875799580147,12,8197.5,1.7254591778671255,fruitvegetables,eidbleherbs,beans,snack,meat,fruite
C0753,0,0,0.48,0,0,0,0,0,0.46,0,0.06,0.27,12970,3,0,1,0,1,0,0,0,0,0,0,3,1.974738048465247,2,6485,1.2441154006690065,bottledfoods,mushrooms,otherlivefish,fastfood,seafood,vegetable
C0754,0.31,0,0,0.69,0,0,0,0,0,0,0,0.18,10070,2,0,1,0,0,0,0,0,0,1,0,2,2.3085051708104785,1,10070,0,fermentedmilk,mandarinorange/watermelonandotherfruits,NA,fruite,dairy,NA
C0755,0,0,0.49,0,0,0,0,0,0,0,0.51,0.18,7870,2,0,1,0,0.49,0,0.51,0,0,0,0,2,2.121489872808483,2,3935,0.016172709099565256,beans,instantfoods,NA,vegetable,fastfood,NA
C0756,0,0,0,0,1,0,0,0,0,0,0,0.09,13490,2,0,0.44,0.56,0,0.56,0,0,0,0.44,0,2,3.1622776601683795,2,6745,0.15829966487645467,babyproducts,laundrydetergent,NA,house_prod,NA,NA
C0757,0.05,0.34,0.03,0.3,0.14,0,0.05,0.04,0,0.03,0.01,0.82,216706,29,0,0.55,0.45,0.26,0.29,0.04,0.09,0.04,0.08,0.2,17,1.2580519002110733,19,11405.578947368422,0.6453182438742444,softdrinks,banana/importedfruits,fruitvegetables,drink,fruite,house_prod
C0759,0.03,0.07,0.07,0.08,0.04,0,0.47,0,0.12,0.02,0.11,0.82,307688,49,0,0.99,0.01,0.15,0.27,0.1,0.2,0.14,0.02,0.11,22,1.3832242277293254,31,9925.41935483871,0.9334532010987077,koreanpork,eidbleherbs,otherreadymadefoods,meat,seafood,vegetable
C0760,0,0.05,0.11,0,0,0,0.51,0,0.18,0,0.15,0.45,19490,5,0.31,0.69,0,0,0,0.31,0,0,0,0.69,5,1.613656589594382,4,4872.5,0.7697675029952725,beans,chillednoodles,koreanchicken,meat,seafood,vegetable
C0761,0,0.27,0.04,0,0,0,0.12,0.02,0.4,0.05,0.1,0.64,164600,25,0.03,0.7,0.28,0.29,0.11,0.14,0.12,0.3,0.05,0,13,1.3804694981986816,15,10973.333333333334,1.0944000455972893,harddrinks,otherbeverages,eidbleherbs,seafood,drink,meat
C0762,0.18,0.04,0.05,0.23,0.1,0,0,0.13,0.22,0,0.06,0.73,163174,33,0.75,0.2,0.05,0.22,0.26,0.02,0.21,0.02,0.12,0.14,18,0.9022794382582688,25,6526.96,0.7742231853181893,chilledseafood,fermentedmilk,milk,fruite,seafood,dairy
C0763,0.05,0.05,0,0.14,0.61,0,0,0,0,0.07,0.09,0.55,21550,8,0.29,0.71,0,0,0.49,0.05,0.46,0,0,0,7,1.869903327802538,5,4310,0.8819162559038245,eidbleherbs,chilledagriculturalproducts,cooky/cakes,house_prod,fruite,vegetable
C0765,0,0,0,0.35,0,0,0,0.65,0,0,0,0.18,45650,3,0.35,0,0.65,0,0,0,0,0.65,0.35,0,3,2.2374691567360894,2,22825,0.42906588913181526,apple/sweetmelon,pear/kiwi/grape,sweeteners,sauce,fruite,NA
C0766,0.18,0.08,0.11,0.1,0.08,0,0.1,0.03,0.01,0.28,0.02,0.91,373413,78,0.4,0.6,0,0.14,0.21,0.36,0.03,0.2,0,0.07,36,0.8616644127050019,28,13336.17857142857,0.9183081468438407,cooky/cakes,milk,fermentedmilk,snack,dairy,fastfood
C0767,0,0,0,0,0,0,0,0,0,1,0,0.09,20000,1,1,0,0,0,1,0,0,0,0,0,1,3.162277660168379,1,20000,0,bakery,NA,NA,snack,NA,NA
C0768,0,1,0,0,0,0,0,0,0,0,0,0.09,4620,2,1,0,0,0,0,0,0,0,1,0,2,3.1622776601683795,1,4620,0,harddrinks,softdrinks,NA,drink,NA,NA
C0769,0.09,0,0,0.31,0,0,0.39,0,0,0.22,0,0.36,24114,7,0,0.19,0.81,0.1,0.1,0.09,0.29,0,0.21,0.21,7,1.515020943192309,7,3444.8571428571427,0.533602235339021,bakery,dryfruits,frozendumpling,meat,fruite,snack
C0770,0.23,0.04,0.16,0.04,0.17,0,0.2,0.04,0.04,0.03,0.06,0.91,156280,42,0.05,0.95,0,0.25,0.14,0.16,0.05,0,0,0.41,20,0.8603084683519671,30,5209.333333333333,0.8796512449688081,beans,chilledlivestock,milk,dairy,meat,house_prod
C0773,0.12,0,0.17,0,0.37,0,0,0.22,0,0.03,0.1,0.55,25620,6,0,1,0,0,0,0,1,0,0,0,6,1.267059485294487,1,25620,0,beans,cookingoil,cooky/cakes,house_prod,sauce,fastfood
C0774,0,0,0.1,0.05,0.36,0,0,0.36,0,0,0.11,0.45,27461,11,0.36,0.64,0,0,0.11,0,0.67,0,0.22,0,9,1.4839635233907438,3,9153.666666666666,0.8895130504213312,instantfoods,rootvegetables,eidbleherbs,house_prod,sauce,vegetable
C0775,0,0,0,0.48,0.52,0,0,0,0,0,0,0.18,8370,2,0,1,0,0,0.48,0,0,0.52,0,0,2,2.124133001474274,2,4185,0.0658952555944453,dryfruits,wastepapers,NA,house_prod,fruite,NA
C0776,0.03,0.35,0.11,0,0,0.39,0,0,0,0,0.11,0.45,17770,7,0,0.11,0.89,0,0,0.63,0.11,0.03,0,0.22,7,1.53418734133245,4,4442.5,1.0697213714019076,bottledfoods,chilleddairymilks,cosmetics,makeup,drink,fastfood
C0777,0.46,0.54,0,0,0,0,0,0,0,0,0,0.18,8020,2,0,0,1,0,1,0,0,0,0,0,2,2.1300816657318964,1,8020,0,fermentedmilk,softdrinks,NA,drink,dairy,NA
C0778,0.12,0.06,0.44,0,0,0,0.23,0,0,0.08,0.06,0.55,31940,9,0,0.88,0.12,0,0,0.41,0,0,0,0.59,8,1.4373496193005015,3,10646.666666666666,0.5496357764812964,bottledfoods,chinesecabbages,eidbleherbs,fastfood,meat,dairy
C0779,0,1,0,0,0,0,0,0,0,0,0,0.09,15550,3,0,1,0,0,0,0,0,0,1,0,3,3.162277660168379,1,15550,0,harddrinks,otherbeverages,softdrinks,drink,NA,NA
C0780,0,0,0,0.49,0,0,0.31,0,0,0.21,0,0.27,21097,5,0,0.51,0.49,0,0.17,0,0.32,0,0,0.51,3,1.7636932755826942,4,5274.25,0.40876866081458685,banana/importedfruits,chocolete,chilledlivestock,fruite,meat,snack
C0781,0.14,0,0.14,0.07,0.03,0,0,0,0.2,0.42,0,0.55,29490,12,0.17,0.28,0.54,0,0.32,0,0,0.46,0.22,0,8,1.3592971600941135,7,4212.857142857143,0.6075457138080703,cooky/cakes,candy-gum,fermentedmilk,snack,seafood,fastfood
C0782,0,0.06,0.39,0.21,0.16,0,0,0,0,0.07,0.1,0.55,38130,7,0,0.5,0.5,0.28,0.5,0,0,0.22,0,0,7,1.2940589167826728,3,12710,0.43736379031031125,banana/importedfruits,beans,cooky/cakes,fastfood,fruite,house_prod
C0784,0.26,0,0,0.31,0,0,0,0.34,0,0,0.08,0.36,19060,4,0,1,0,1,0,0,0,0,0,0,4,1.4806437640458703,1,19060,0,apple/sweetmelon,eggs,eidbleherbs,sauce,fruite,dairy
C0785,0,0,0,0,0,0,0,0.43,0,0.57,0,0.18,3490,2,0,0.57,0.43,0,0,0,0,0,0.43,0.57,2,2.1467227697337132,2,1745,0.19855720503232568,seasonings,snacks,NA,snack,sauce,NA
C0786,0.79,0,0,0,0,0,0,0,0.21,0,0,0.18,9620,3,0,0.31,0.69,0.69,0,0,0,0.31,0,0,3,2.52793872433817,2,4810,0.5468684461567478,cheese/butter,chilledseafood,milk,dairy,seafood,NA
C0787,0.07,0,0.09,0.14,0,0,0.48,0,0.06,0.05,0.11,0.64,64199,14,0.05,0.88,0.08,0.02,0.51,0.13,0,0.35,0,0,13,1.455362322595404,7,9171.285714285714,1.095741290304012,cooky/cakes,beans,chillednoodles,meat,fruite,vegetable
C0788,0.33,0,0.11,0.07,0,0,0.4,0,0,0.01,0.08,0.55,111785,24,0.58,0.29,0.13,0.05,0.15,0.24,0.33,0,0,0.24,17,1.4844759060967276,12,9315.416666666666,0.6103810460263336,fermentedmilk,koreanchicken,beans,meat,dairy,fastfood
C0789,0.14,0.01,0.07,0.23,0.01,0,0.25,0.03,0.04,0.02,0.2,0.91,378553,64,0.17,0.07,0.76,0.09,0.13,0.3,0.08,0.05,0.16,0.19,29,0.9921254591637971,42,9013.166666666666,0.8993384469595674,chilleddairymilks,othervegetables,banana/importedfruits,meat,fruite,vegetable
C0790,0.09,0.01,0.02,0.39,0.04,0,0.17,0.01,0.19,0.02,0.05,0.91,251429,46,0.13,0.36,0.51,0.07,0.13,0.28,0.07,0.23,0.13,0.09,29,1.2485730473770837,34,7394.970588235294,0.9320260026089463,apple/sweetmelon,milk,fruitvegetables,fruite,seafood,meat
C0791,0.06,0,0.2,0.01,0.02,0,0.15,0.04,0.32,0.06,0.15,0.82,152315,36,0,0.06,0.94,0.01,0.23,0.01,0.09,0.09,0.41,0.15,18,1.060626584160419,21,7253.0952380952385,0.796515187702637,beans,otherreadymadefoods,otherlivefish,seafood,fastfood,vegetable
C0792,0.15,0.04,0.02,0.2,0.17,0,0.33,0,0.07,0,0.03,0.73,127638,21,0.11,0.69,0.2,0.12,0,0.11,0.35,0.08,0.22,0.12,14,1.119934239884153,8,15954.75,0.7939472331911098,fermentedmilk,banana/importedfruits,chilledagriculturalproducts,meat,fruite,house_prod
C0793,0,0.07,0.17,0,0,0,0.76,0,0,0,0,0.27,34575,7,0,0.6,0.4,0.07,0.36,0.03,0.14,0,0.07,0.33,6,2.4067129713078828,7,4939.285714285715,0.7363138960650308,importedbeef,bottledfoods,koreanbeef,meat,fastfood,drink
C0794,0.07,0,0,0,0,0,0.14,0.1,0,0.69,0,0.36,57620,4,0,1,0,0.07,0.14,0.69,0,0,0,0.1,4,2.1561212673976784,4,14405,1.1855409545932913,koreanchicken,maincereals,milk,snack,meat,sauce
C0796,0,0.38,0,0,0.45,0,0,0,0,0.18,0,0.27,11180,3,0,0.18,0.82,0.82,0,0.18,0,0,0,0,3,1.7584841227027654,3,3726.6666666666665,0.4172636886027087,cooky/cakes,hairproducts,tea,house_prod,drink,snack
C0797,0.52,0.4,0,0,0,0,0,0,0,0.08,0,0.27,51640,7,0.43,0.47,0.1,0.1,0,0.13,0.34,0.43,0,0,4,1.9550419763200706,7,7377.142857142857,0.5735741305266168,harddrinks,milk,cheese/butter,dairy,drink,snack
C0798,0.1,0.02,0,0.46,0.04,0,0,0.14,0,0.13,0.11,0.64,108987,22,0.07,0.36,0.56,0,0.28,0.19,0.01,0.2,0.05,0.28,17,1.4169818575336783,16,6811.6875,0.7795723757899017,banana/importedfruits,eidbleherbs,chilledagriculturalproducts,fruite,sauce,snack
C0799,0.38,0.04,0,0.04,0.04,0,0.42,0,0,0.02,0.07,0.64,78998,18,0.4,0.51,0.09,0.21,0.05,0,0.05,0,0.17,0.52,13,1.6197469715053907,14,5642.714285714285,0.9682191065471758,milk,fermentedmilk,softdrinks,meat,dairy,vegetable
C0800,0,0,1,0,0,0,0,0,0,0,0,0.09,4980,1,0,1,0,0,0,0,0,1,0,0,1,3.1622776601683786,1,4980,0,chillednoodles,NA,NA,fastfood,NA,NA
C0801,0,0,0,0,0,0,0,0,0,1,0,0.09,2450,1,0,0,1,0,0,0,1,0,0,0,1,3.1622776601683795,1,2450,0,snacks,NA,NA,snack,NA,NA
C0802,0,0,0,0,0,0,0,0,0,1,0,0.09,2680,2,0,1,0,0,0,0,0,0,0,1,2,3.1622776601683795,1,2680,0,cooky/cakes,snacks,NA,snack,NA,NA
C0803,0.14,0.16,0.07,0.13,0.16,0,0.13,0.02,0.06,0.02,0.11,0.91,217653,54,0.09,0.8,0.11,0.3,0.17,0.31,0.08,0,0.06,0.07,25,0.6162392098564081,24,9068.875,0.6775098593975796,beans,softdrinks,milk,house_prod,drink,dairy
C0804,0.13,0.2,0.13,0.03,0.25,0,0,0,0,0.19,0.06,0.64,49345,17,0,0.47,0.53,0,0,0.47,0,0,0.53,0,14,0.9824333619145571,6,8224.166666666666,0.8705447863270088,fermentedmilk,snacks,beans,house_prod,drink,snack
C0806,0.17,0.72,0,0,0,0,0,0,0,0.11,0,0.27,26880,4,1,0,0,0,0,0.28,0,0,0,0.72,3,2.2753372785325556,4,6720,0.5571441290176773,coffee,bakery,chinesecabbages,drink,dairy,snack
C0807,0.21,0.06,0.1,0.29,0,0,0,0,0.34,0,0,0.45,40640,8,0.34,0.34,0.32,0.11,0,0.17,0.32,0,0,0.4,8,1.3619986043904917,5,8128,0.625661670608896,cheese/butter,fermentedmilk,milk,seafood,fruite,dairy
C0808,0,0,1,0,0,0,0,0,0,0,0,0.09,10000,1,0,1,0,0,0,0,1,0,0,0,1,3.1622776601683786,1,10000,0,otherreadymadefoods,NA,NA,fastfood,NA,NA
C0809,0.02,0.09,0.11,0.35,0.05,0,0.15,0.04,0.16,0,0.04,0.82,118619,25,0,0.13,0.87,0.05,0.62,0.1,0.1,0.05,0.01,0.07,20,1.0730286513021003,18,6589.944444444444,1.0075411138968384,fruitvegetables,koreanpork,lattuce,fruite,seafood,meat
C0810,0.77,0,0.05,0,0.09,0,0,0,0,0.06,0.03,0.45,47520,7,0,1,0,0,0.63,0,0,0.06,0,0.31,7,2.3766285904831412,3,15840,0.8577770718992276,beans,fermentedmilk,icecream,dairy,house_prod,snack
C0811,0,0.12,0,0,0,0,0,0,0,0.88,0,0.18,7980,2,1,0,0,0,1,0,0,0,0,0,2,2.7584917893258156,1,7980,0,cooky/cakes,softdrinks,NA,snack,drink,NA
C0812,0,0.47,0,0.24,0.04,0,0.08,0,0.16,0,0,0.45,78050,10,0,0,1,0,0.13,0,0.45,0.42,0,0,7,1.5687449889666816,6,13008.333333333334,0.7879802749476508,harddrinks,otherlivefish,apple/sweetmelon,drink,fruite,seafood
C0813,0.11,0.02,0.22,0,0.27,0,0,0.08,0.04,0.28,0,0.64,119940,21,0,0.79,0.21,0.18,0,0,0.03,0,0.55,0.24,15,1.1589999823242778,4,29985,0.8811387141389364,cooky/cakes,ketchupandmayoneise,kitchen/housedetergents,snack,house_prod,fastfood
C0814,0,0,0.22,0.14,0.06,0,0.14,0.04,0.17,0.01,0.23,0.73,75289,22,0,0.79,0.21,0.11,0.05,0.03,0.24,0.37,0.21,0,17,0.9325023226387805,9,8365.444444444445,0.999841379491021,fruitvegetables,beans,bottledfoods,vegetable,fastfood,seafood
C0815,0,0.29,0,0.2,0.1,0,0,0,0.4,0,0,0.36,34470,4,0,0,1,0.1,0,0.29,0.61,0,0,0,4,1.5117823326209028,4,8617.5,0.5095385059822674,chilledagriculturalproducts,harddrinks,otherlivefish,seafood,drink,fruite
C0816,0,0,0.09,0,0.58,0,0.22,0,0,0,0.11,0.36,29024,7,0,0.52,0.48,0.11,0,0.52,0.37,0,0,0,7,1.8554860904776502,4,7256,0.4738362865164425,beans,chilledagriculturalproducts,chilledlivestock,house_prod,meat,vegetable
C0817,0.16,0.08,0.2,0.07,0.13,0,0.22,0.05,0,0.08,0,0.73,51880,13,0,0,1,0.29,0.29,0.03,0.08,0,0,0.31,11,0.8266884198273154,10,5188,0.7641619549199898,fermentedmilk,tea,banana/importedfruits,meat,fastfood,dairy
C0818,0,0.31,0.24,0,0,0,0,0.45,0,0,0,0.27,4210,4,0,1,0,0,0.21,0.45,0.34,0,0,0,3,1.7117537273723014,4,1052.5,0.5846834079200995,softdrinks,otherreadymadefoods,soysaucesandpastes,sauce,drink,fastfood
C0819,0.02,0,0.06,0.33,0.01,0,0.2,0,0.16,0.04,0.18,0.73,145540,28,0.02,0.79,0.19,0.07,0,0.13,0.3,0.18,0.33,0,19,1.1563864667368107,13,11195.384615384615,0.745511481716443,beans,candy-gum,fruitvegetables,fruite,meat,vegetable
C0820,0,0,0,0.2,0,0,0,0.25,0.34,0,0.21,0.36,10080,5,0,1,0,0,0.34,0.28,0,0.38,0,0,4,1.3742775937327685,3,3360,0.14032351469197957,mushrooms,chilledseafood,fruitvegetables,seafood,sauce,vegetable
C0821,0.04,0,0.07,0.53,0.15,0,0,0,0.14,0,0.06,0.55,63610,8,0.72,0.28,0,0,0,0,0.04,0.72,0.24,0,8,1.6502805445267974,5,12722,1.3483379663649413,beans,bottledfoods,driedfish,fruite,house_prod,seafood
C0822,0.07,0,0.08,0.11,0,0,0.03,0.01,0.08,0.26,0.36,0.73,124132,26,0.26,0.74,0,0,0.14,0,0.41,0.24,0.21,0,16,1.2172697364163516,10,12413.2,0.7050867870192107,beans,eidbleherbs,lattuce,vegetable,snack,fruite
C0823,0.25,0,0,0,0,0,0,0,0.75,0,0,0.18,10690,2,0,1,0,0,0,0,0,0,0.75,0.25,2,2.4180256648964185,2,5345,0.6998306590227945,driedfish,fermentedmilk,NA,seafood,dairy,NA
C0824,0.26,0,0,0.74,0,0,0,0,0,0,0,0.18,10790,2,0,0,1,0,0,0,0,1,0,0,2,2.4026007582657556,1,10790,0,chilleddairymilks,mandarinorange/watermelonandotherfruits,NA,fruite,dairy,NA
C0825,0.1,0,0,0,0,0,0,0.15,0.13,0.61,0,0.36,14230,5,1,0,0,0,0,0,0.6,0,0,0.4,4,1.915742266597721,2,7115,0.2713143376864757,cooky/cakes,artificialpowders,chilledseafood,snack,sauce,seafood
C0826,0,0,0,0,0,0,0.44,0,0.32,0.24,0,0.27,13660,3,0.24,0,0.76,0,0,0.76,0,0.24,0,0,3,1.6973592068840653,2,6830,0.7309185761606186,candy-gum,chilledlivestock,chilledseafood,meat,seafood,snack
C0827,0,0,0,0,0,0,0,0,0,0.65,0.35,0.18,2220,2,0,1,0,0,0,0,0,1,0,0,2,2.2329624395389027,1,2220,0,cooky/cakes,mushrooms,NA,snack,vegetable,NA
C0828,0.05,0,0.16,0,0.42,0,0,0.07,0.06,0.07,0.17,0.64,58230,12,0.66,0.34,0,0.81,0.19,0,0,0,0,0,11,1.305619651638427,3,19410,0.42544248842295523,kitchen/housedetergents,artificialpowders,beans,house_prod,vegetable,fastfood
C0829,0.36,0,0,0,0.4,0,0,0,0,0.24,0,0.27,10280,3,0,0,1,0.6,0,0,0.4,0,0,0,3,1.6762820234001778,2,5140,0.286144378378992,bread,dentalproducts,milk,house_prod,dairy,snack
C0830,1,0,0,0,0,0,0,0,0,0,0,0.09,2990,1,0,1,0,0,0,0,0,0,1,0,1,3.16227766016838,1,2990,0,eggs,NA,NA,dairy,NA,NA
C0831,0.3,0,0,0.06,0.37,0,0.12,0.15,0,0,0,0.45,53850,11,0,1,0,0.31,0,0.28,0.13,0.09,0,0.18,7,1.3951551509662745,10,5385,0.45764931550043875,milk,cookingoil,sweeteners,house_prod,dairy,sauce
C0834,0.09,0.17,0.02,0.19,0.04,0,0,0.1,0.05,0.2,0.14,0.82,118320,22,0.17,0.83,0,0.13,0.11,0.04,0.08,0.21,0.08,0.34,16,0.7808476635514501,11,10756.363636363636,0.45151158967575755,beans,chocolete,kitchen/housedetergents,snack,fruite,drink
C0835,0.34,0,0.09,0.27,0.19,0,0,0.09,0,0.03,0,0.55,36680,7,0,1,0,0.17,0.17,0.3,0,0,0.17,0.19,6,1.2809613315887578,7,5240,0.5661627640800168,eggs,artificialpowders,cookingoil,dairy,fruite,house_prod
C0836,0,0,0,1,0,0,0,0,0,0,0,0.09,6290,1,1,0,0,0,0,0,0,1,0,0,1,3.16227766016838,1,6290,0,dryfruits,NA,NA,fruite,NA,NA
C0840,0,0,0,0,0,0,0,0.31,0,0,0.69,0.18,12562,5,0,0.44,0.56,0.36,0,0,0.48,0,0,0.15,4,2.300077840562399,4,3140.5,0.7140247656181918,lattuce,ketchupandmayoneise,othervegetables,vegetable,sauce,NA
